method,status,iterations,metric,unit,repetition_1,repetition_2,repetition_3,median,min,max,T_total_includes_certification,component_counters_are_inclusive,accounting_note
Standard HiSD,max_iter,2000000,T_eig_switch,seconds,0,0,0,0,0,0,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
Standard HiSD,max_iter,2000000,T_eig_sigma,seconds,0,0,0,0,0,0,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
Standard HiSD,max_iter,2000000,T_eig_update,seconds,404.3120563487755,401.4122141827829,405.3289541241247,404.3120563487755,401.4122141827829,405.3289541241247,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
Standard HiSD,max_iter,2000000,T_cert_standard_spectrum,seconds,0.02874708396848291,0.030583375017158687,0.028385667013935745,0.02874708396848291,0.028385667013935745,0.030583375017158687,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
Standard HiSD,max_iter,2000000,T_cert_phisd_spectrum,seconds,0.02736254094634205,0.029591582948341966,0.02971766598057002,0.029591582948341966,0.02736254094634205,0.02971766598057002,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_total,seconds,0.37102950003463775,0.3807389159919694,0.364135832991451,0.37102950003463775,0.364135832991451,0.3807389159919694,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_setup_update,seconds,0.05194287502672523,0.05011425097472966,0.04854258394334465,0.05011425097472966,0.04854258394334465,0.05194287502672523,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_apply_solve,seconds,0.22510153206530958,0.23440900491550565,0.223772466997616,0.22510153206530958,0.223772466997616,0.23440900491550565,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_eig,seconds,0.30299911880865693,0.3140680050710216,0.30074724776204675,0.30299911880865693,0.30074724776204675,0.3140680050710216,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_cert,seconds,0.05704262503422797,0.0611731669632718,0.05892195797059685,0.05892195797059685,0.05704262503422797,0.0611731669632718,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_setup_phase1,seconds,0.012205042061395943,0.008431166992522776,0.008239291957579553,0.008431166992522776,0.008239291957579553,0.012205042061395943,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_setup_phase2,seconds,0.03973783296532929,0.04168308398220688,0.0403032919857651,0.0403032919857651,0.03973783296532929,0.04168308398220688,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_apply,seconds,0.019797375076450408,0.020718343439511955,0.01971633022185415,0.019797375076450408,0.01971633022185415,0.020718343439511955,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_solve,seconds,0.20530415698885918,0.2136906614759937,0.20405613677576184,0.20530415698885918,0.20405613677576184,0.2136906614759937,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_eig_initial,seconds,0.025574082974344492,0.02549862500745803,0.024353917106054723,0.02549862500745803,0.024353917106054723,0.025574082974344492,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_eig_switch,seconds,0.014943415997549891,0.014171709073707461,0.01424912502989173,0.01424912502989173,0.014171709073707461,0.014943415997549891,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_eig_sigma,seconds,0.03157641598954797,0.03365791600663215,0.03221154189668596,0.03221154189668596,0.03157641598954797,0.03365791600663215,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_eig_update,seconds,0.23090520384721458,0.24073975498322397,0.22993266372941434,0.23090520384721458,0.22993266372941434,0.24073975498322397,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_cert_standard_spectrum,seconds,0.02874708396848291,0.030583375017158687,0.028385667013935745,0.02874708396848291,0.028385667013935745,0.030583375017158687,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
two-stage p-HiSD,converged,175,T_cert_phisd_spectrum,seconds,0.02736254094634205,0.029591582948341966,0.02971766598057002,0.029591582948341966,0.02736254094634205,0.02971766598057002,False,True,Component counters are inclusive diagnostics and must not be summed to obtain T_total. Phase-2 sigma spectral work overlaps setup/update and eig; frame metric applications/solves overlap eig. Internal generalized eigsh metric work remains within eig. T_cert is one shared posthoc block repeated in both method rows; do not add its two rows.
