Method,Status,Iterations,Metric,Unit,Run_1,Run_2,Run_3,Median,Min,Max,Repeats,T_total_includes_certification,Component_times_are_inclusive,Accounting_note
spectral,success,199,T_eig,seconds,0.199294541666667,0.138755583333333,0.140149541666667,0.140149541666667,0.138755583333333,0.199294541666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_cert,seconds,0.00988458333333333,0.00931295833333333,0.009452625,0.009452625,0.00931295833333333,0.00988458333333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,initial_setup_time,seconds,0.00932820833333333,0.00329775,0.0031875,0.00329775,0.0031875,0.00932820833333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,update_time,seconds,0.00382283333333333,0.00333233333333333,0.00323891666666667,0.00333233333333333,0.00323891666666667,0.00382283333333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_metric_apply,seconds,0.0606701250000011,0.0606049583333335,0.0610217916666682,0.0606701250000011,0.0606049583333335,0.0610217916666682,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_metric_solve,seconds,0.0240726666666666,0.0228312083333332,0.0227912499999999,0.0228312083333332,0.0227912499999999,0.0240726666666666,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_M_orth,seconds,0.0660514583333334,0.0514239166666667,0.0518712499999999,0.0518712499999999,0.0514239166666667,0.0660514583333334,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_Euclidean_orth,seconds,0,0,0,0,0,0,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_factorization,seconds,0,0,0,0,0,0,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_eig_initial,seconds,0.000699125,0.000179458333333333,0.000210541666666667,0.000210541666666667,0.000179458333333333,0.000699125,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_eig_refreeze,seconds,0.000224,0.000145375,0.000161625,0.000161625,0.000145375,0.000224,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_eig_update,seconds,0.152446833333333,0.113662416666667,0.114244125,0.114244125,0.113662416666667,0.152446833333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_eig_metric,seconds,0.005514,0.00483979166666667,0.00484433333333333,0.00484433333333333,0.00483979166666667,0.005514,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_eig_diagnostic,seconds,0.0294971666666667,0.01036225,0.0108691666666667,0.0108691666666667,0.01036225,0.0294971666666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
spectral,success,199,T_eig_status_cert,seconds,0.0109134166666667,0.00956629166666667,0.00981975,0.00981975,0.00956629166666667,0.0109134166666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_total,seconds,5.14534529166667,5.15651829166667,5.137823125,5.14534529166667,5.137823125,5.15651829166667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_setup_update,seconds,0.00451395833333333,0.00324495833333333,0.00316829166666667,0.00324495833333333,0.00316829166666667,0.00451395833333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_apply_solve,seconds,4.04414154166693,4.05934020833365,4.07170075000025,4.05934020833365,4.04414154166693,4.07170075000025,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_eig,seconds,4.902456,4.92280570833334,4.90264570833333,4.90264570833333,4.902456,4.92280570833334,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_cert,seconds,0.00936891666666667,0.00940566666666667,0.0113995833333333,0.00940566666666667,0.00936891666666667,0.0113995833333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,initial_setup_time,seconds,0.00263445833333333,0.00154170833333333,0.00148004166666667,0.00154170833333333,0.00148004166666667,0.00263445833333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,update_time,seconds,0.0018795,0.00170325,0.00168825,0.00170325,0.00168825,0.0018795,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_metric_apply,seconds,2.28570458333317,2.31848916666621,2.32313341666652,2.31848916666621,2.28570458333317,2.32313341666652,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_metric_solve,seconds,1.75843695833336,1.74085104166676,1.74856733333341,1.74856733333341,1.74085104166676,1.75843695833336,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_M_orth,seconds,1.84013704166669,1.85507612500002,1.85854466666668,1.85507612500002,1.84013704166669,1.85854466666668,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_Euclidean_orth,seconds,0,0,0,0,0,0,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_factorization,seconds,0.000379541666666667,0.000181458333333333,0.000189708333333333,0.000189708333333333,0.000181458333333333,0.000379541666666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_eig_initial,seconds,0.01045875,0.0023755,0.00228995833333333,0.0023755,0.00228995833333333,0.01045875,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_eig_refreeze,seconds,0.00381108333333333,0.00264591666666667,0.00245875,0.00264591666666667,0.00245875,0.00381108333333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_eig_update,seconds,4.86552575,4.86486466666668,4.87723179166666,4.86552575,4.86486466666668,4.87723179166666,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_eig_metric,seconds,0.00139291666666667,0.00137825,0.00134320833333333,0.00137825,0.00134320833333333,0.00139291666666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_eig_diagnostic,seconds,0.0112889166666667,0.0418772916666667,0.00975570833333333,0.0112889166666667,0.00975570833333333,0.0418772916666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
block-jacobi,success,5003,T_eig_status_cert,seconds,0.00997858333333333,0.00966408333333333,0.00956629166666667,0.00966408333333333,0.00956629166666667,0.00997858333333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_total,seconds,0.499930875,0.455673791666667,0.486415708333333,0.486415708333333,0.455673791666667,0.499930875,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_setup_update,seconds,0.0285338333333333,0.0191549166666667,0.0197136666666667,0.0197136666666667,0.0191549166666667,0.0285338333333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_apply_solve,seconds,0.196017999999942,0.196865083333249,0.19552149999991,0.196017999999942,0.19552149999991,0.196865083333249,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_eig,seconds,0.447633125,0.410069499999999,0.440608458333333,0.440608458333333,0.410069499999999,0.447633125,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_cert,seconds,0.00909770833333333,0.00988291666666667,0.00953191666666667,0.00953191666666667,0.00909770833333333,0.00988291666666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,initial_setup_time,seconds,0.020832,0.0118794583333333,0.0116195416666667,0.0118794583333333,0.0116195416666667,0.020832,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,update_time,seconds,0.00770183333333333,0.00727545833333333,0.008094125,0.00770183333333333,0.00727545833333333,0.008094125,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_metric_apply,seconds,0.0578050000000213,0.0575682500000384,0.0578976250000347,0.0578050000000213,0.0575682500000384,0.0578976250000347,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_metric_solve,seconds,0.13821299999999,0.13929683333333,0.137623874999994,0.13821299999999,0.137623874999994,0.13929683333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_M_orth,seconds,0.0979496666666679,0.097956458333333,0.0984853750000014,0.097956458333333,0.0979496666666679,0.0984853750000014,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_Euclidean_orth,seconds,0,0,0,0,0,0,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_factorization,seconds,0.000558041666666667,3.75416666666667e-05,3.45833333333333e-05,3.75416666666667e-05,3.45833333333333e-05,0.000558041666666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_eig_initial,seconds,0.00249679166666667,0.00155775,0.00262841666666667,0.00249679166666667,0.00155775,0.00262841666666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_eig_refreeze,seconds,0.002649125,0.002302625,0.00270458333333333,0.002649125,0.002302625,0.00270458333333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_eig_update,seconds,0.365806208333333,0.367178875,0.3663175,0.3663175,0.365806208333333,0.367178875,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_eig_metric,seconds,0.021545,0.01866025,0.0189458333333333,0.0189458333333333,0.01866025,0.021545,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_eig_diagnostic,seconds,0.0453127083333333,0.0105019583333333,0.0402610416666667,0.0402610416666667,0.0105019583333333,0.0453127083333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
shifted-ic,success,1356,T_eig_status_cert,seconds,0.00982329166666667,0.00986804166666667,0.00975108333333333,0.00982329166666667,0.00975108333333333,0.00986804166666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_total,seconds,0.321449208333333,0.251439875,0.26054925,0.26054925,0.251439875,0.321449208333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_setup_update,seconds,0.023677125,0.00204895833333333,0.00240554166666667,0.00240554166666667,0.00204895833333333,0.023677125,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_apply_solve,seconds,0.134968583333314,0.102651791666666,0.104026583333329,0.104026583333329,0.102651791666666,0.134968583333314,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
